judul,harga,lokasi,kamar_tidur,kamar_mandi,luas_tanah,luas_bangunan,jumlah_garasi,daya_watt,jumlah_lantai,sertifikat_Hak_Pakai,sertifikat_Lainnya,sertifikat_PPJB,sertifikat_SHM,kota_Batu,kota_Gresik,kota_Jember,kota_Kediri,kota_Lumajang,kota_Madiun,kota_Malang,kota_Mojokerto,kota_Nganjuk,kota_Pamekasan,kota_Pasuruan,kota_Probolinggo,kota_Sidoarjo,kota_Situbondo,kota_Surabaya,kota_Trenggalek,kota_Tuban,kota_Tulungagung,kota_original,sertifikat_rumah_original
Manalagi 5M dapat Rumah Bagus Siap Huni Di Somerset Citraland,5500000000,"Citraland, Surabaya",4,3,240,390,2,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Rumah Dijual Dharmahusada Indah Barat Ii, Surabaya Timur",6000000000,"Dharma Husada, Surabaya",3,3,375,400,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Rumah, Harga Murah, Siap Huni Medokan Ayu Utara, Dekat Merr, Surabaya",450000000,"Rungkut, Surabaya",2,1,35,35,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Baru Inden 2 Lantai di Perumahan Pandanwangi Sulfat,625000000,"Pandanwangi, Malang",3,2,61,65,1,1300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Grand Peninsula Park 2 Lantai Hadap Utara,17000000000,"Mulyorejo, Surabaya",4,4,480,650,2,13200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Harus Laku! Rumah Mewah Araya Malang Cluster Greenwood Golf Murah,2100000000,"Araya, Malang",4,2,162,120,1,5500,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,Lainnya
Rumah Murah Strategis Dekat Mall Matos Area Jl Bandung Malang,6000000000,"Klojen, Malang",5,3,380,420,1,2200,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Di Raya Pondok Candra Hook Shm Hitung Tanah Murah,12000000000,"Pondok Tjandra, Sidoarjo",8,6,695,600,2,6600,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Rumah MEWAH FULLERTON CITRALAND Surabaya Barat,16500000000,"Citraland, Surabaya",4,5,450,600,1,10600,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Premium Baru Gress Murah Di Boulevard Araya Malang,3300000000,"Araya, Malang",4,4,188,260,2,4400,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Terawat Siap Huni Di Sawojajar,1200000000,"Sawojajar, Malang",3,2,143,110,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Baru Karang Asem, Kalijudan 2 Lantai Living Room Open Space",999000000,"Surabaya Kota, Surabaya",3,2,65,100,2,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Classic Luxury Jemursari Regency Lingkungan Private & Homey,3900000000,"Surabaya Kota, Surabaya",5,4,221,261,2,5500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah di Perumahan Kendangsari 2 Lantai Strategis Banyak Bonus,4800000000,"Surabaya Kota, Surabaya",6,3,389,400,4,23000,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah di Perumahan Manyar Jaya 1 Lantai Sudah Renovasi + 1 Gudang,1700000000,"Surabaya Kota, Surabaya",2,2,136,98,1,4400,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"DIJUAL RUMAH BESAR ,TANAH LUAS DI PERUMAHAN ELIT SPRINGHILL GARDEN MALANG",2990000000,"Sawojajar, Malang",7,4,242,240,4,3300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Compact Modern, Estetik & Fungsional Untuk Generasi Muda",699000000,"Pandanwangi, Malang",2,1,75,50,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Dijual Cepat!!!,750000000,"Surabaya Kota, Surabaya",2,1,60,48,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Jual Rumah Surabaya Timur Lokasi Rungkut Sangat Strategis,1380000000,"Rungkut, Surabaya",3,2,90,90,2,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Paling Murah 1 Lantai Di Cluster Northwest Park Citraland Utara Surabaya,800000000,"Pakal, Surabaya",2,1,76,46,1,2200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
"Rumah Sangat Terawat Di Perumahan Elite Di Kota Jember, Aman, Nyaman, Asri, Siap Huni",2000000000,"Kaliwates, Jember",3,2,300,200,1,2200,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jember,SHM
Rumah Bagus Minimalis Modern Dekat Umm Kampus 3,649000000,"Tunggulwulung, Malang",2,1,78,40,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah 2 Lantai Lokasi Dekat Wiyung Dan Jalan Mastrip,1590000000,"Wiyung, Surabaya",3,2,90,92,1,2200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Butuh Cepat Laku Dijual Rumah Terawat di Graha Mulia Raya Malang,1100000000,"Lowokwaru, Malang",3,2,70,120,1,1300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Dijual Rumah Mewah Baru Lokasi Cokroaminoto Surabaya,17500000000,"Surabaya Kota, Surabaya",6,8,580,750,2,7600,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Mewah 2 Lantai Perum Penjaringan Sari Merr Dekat Upn,770000000,"Rungkut, Surabaya",2,2,40,60,2,1300,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Jual Rumah Baru Di Wonorejo Rungkut Surabaya Dekat Raya Merr,880000000,"Rungkut, Surabaya",3,1,100,100,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Murah Siap Huni Prambanan Residence 5 Kamar,2700000000,"Wiyung, Surabaya",5,2,162,200,1,3500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Rumah Baru Minimalis Modern 2 Lantai Citraland Northwest Park,1000000000,"Citraland, Surabaya",1,1,75,48,1,2200,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,Lainnya
Rumah Baru Mewah American Style Citraland Dekat Gwalk 4 Kamar,2300000000,"Citraland, Surabaya",4,3,96,127,2,3500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Murah Siap Huni Dekat Exit Tol Malang,2200000000,"Arjosari, Malang",3,2,138,100,1,5500,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Aster 36/60 Subsidi -3 menit dari tol grati - flat 1 jutaan,166000000,"Pandaan, Pasuruan",2,1,60,36,1,1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pasuruan,HGB
Perumahan Mojokerto Subsidi Dekat Sidoarjo Akses Tol Viral,166000000,"Sidoarjo, Sidoarjo",2,1,66,27,1,1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,HGB
Dijual/Disewakan Rumah Furnish Terawat di Permata Jingga Kota Malang,2000000000,"Soekarno Hatta, Malang",2,2,98,150,1,2200,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
RUMAH DI KUTISARI UTARA SEMI FURNISH,9350000000,"Kutisari, Surabaya",5,2,970,750,2,41500,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Mewah 2 Lantai Perumahan Rungkut Harapan,1690000000,"Rungkut, Surabaya",4,3,120,150,2,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Jual Rumah Araya 1 Main Road Limited Murah Nego Keras,6750000000,"Sukolilo, Surabaya",5,3,375,500,1,3300,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Dekat Pintu Tol Singosari Malang Bagus Shm Siap Huni,950000000,"Arjosari, Malang",3,1,126,130,1,1300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Murah, Rumah Siap Huni Di Manyar Tompotika, Dekat Raya Kertajaya",2400000000,"Manyar, Surabaya",1,4,137,150,1,4400,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Minimalis Megah Di Poros Araya Blimbing Malang,7500000000,"Araya, Malang",5,5,499,355,2,3500,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Di jual  Rumah 2 Lt Baru Renovasi Jl Dukuh Kupang Timur,2700000000,"Dukuh Kupang, Surabaya",3,4,180,255,2,5500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Rumah Terawat Kokoh Tengah Kota Di Kawi Klojen Malang,3700000000,"Klojen, Malang",4,4,314,250,1,3500,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah semifurnish siap huni dekat dengan akses tol,3300000000,"Dukuh Pakis, Surabaya",3,2,199,210,2,5500,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah MEWAH Mediterania Tropis Graha Famili Surabaya Barat,100000000000,"Graha, Surabaya",6,6,1470,1000,1,16500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Kos Eksklusif Lokasi Super Premium Dekat Dengan Kampus Umm,1340000000,"Tunggulwulung, Malang",7,7,70,130,2,2200,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Buruan Viewing!! Muraah Puool!! Citraland Utama Surabaya Barat,2800000000,"Citraland, Surabaya",3,2,210,150,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Buruan! Paling Murah Hitung Tanah! Citraland Utama Surabaya Barat,1000000000,"Citraland, Surabaya",2,1,96,70,1,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Super Muraah!!! Minimalis Semi Furnished Citraland Surabaya Barat,3750000000,"Citraland, Surabaya",4,3,210,300,2,3500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
RUMAH PREMIUM MANYAR JAYA,7000000000,"Manyar, Surabaya",5,4,450,700,2,7700,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Murah Rumah 2 Lantai New ▪️ Juanda Harapan Permai - 0 Jln Raya Juanda Sidoarjo. Termurah. Rumah Baru.minimalis.,890000000,"Waru, Sidoarjo",2,2,94,48,2,1300,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Muraah Banget!! Terawat!! Segera Viewing!! Pakuwon Indah Surabaya,5250000000,"Pakuwon Indah, Surabaya",4,3,200,270,2,10600,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Rmh New Gress di Manyar under 2M dgn Row Jln 4 Mbl,1950000000,"Sukolilo, Surabaya",4,4,75,120,2,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Klasik Araya 1 Siap Huni View City,7500000000,"Sukolilo, Surabaya",5,4,375,500,2,7700,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Mewah 2 Lantai Perumahan Rungkut Mapan,795000000,"Rungkut, Surabaya",3,2,50,70,2,1300,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Mewah 2 Lantai Perumahan Dekat Transmart Rungkut Kampus Ubaya,1200000000,"Rungkut, Surabaya",3,2,75,90,2,1300,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Baru Gress di WoodLand Citraland Utama dekat Pasar Modern,3950000000,"Citraland, Surabaya",4,5,135,213,2,3500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Rumah Siap Huni Dekat Perkantoran Kepanjen Kab Malang,550000000,"Kepanjen, Malang",3,1,108,70,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
North West Park Long Lake View Citraland Utara,2300000000,"Citraland, Surabaya",4,3,135,149,2,3500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Rumah Siap Huni Di Sidoarjo Kota, Bebas Banjir, Free Dp, Undian Mobil",587000000,"Sidoarjo, Sidoarjo",2,1,72,38,2,1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,HGB
Rumah Royal Residence Cluster Richmond Termurah Di Kelasnya 6.5 M,6500000000,"Wiyung, Surabaya",5,4,375,450,2,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Subsidi 1 Lantai 100 Juta-an di Mojokerto,166000000,"Mojokerto, Mojokerto",2,1,60,36,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mojokerto,SHM
Rumah Baru Murah Lokasi Strategis Di Krian Siap Huni,378000000,"Krian, Sidoarjo",2,1,72,36,2,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
"Rumah Bagus Dan Baru American Modern Dekat Citraland, Pakuwon Indah",1100000000,"Lakarsantri, Surabaya",2,2,60,74,2,2200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Graha Famili Blok D Hitung Tanah dekat Bukit Darmo Golf,6000000000,"Graha, Surabaya",4,3,286,300,1,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Palma Classica, Rumah Megah 2 Lt Semi Furnished",2400000000,"Citraland, Surabaya",5,2,162,300,3,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Rumah Bukit Palma, Citraland Utara, Surabaya Siap Huni",899000000,"Citraland, Surabaya",2,1,90,110,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Murah Rumah Baru American Style Di Dharmahusada Dekat Galaxy Mall,4500000000,"Dharma Husada, Surabaya",5,3,140,335,2,4400,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Straregis Bonus Usaha Kos Aktif Di Pbi Boulevard Araya@malang,2500000000,"Blimbing, Malang",8,6,314,250,2,5500,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Butuh Cepat Laku Dijual Rumah Modern di Bukit Dieng, Sukun Malang",725000000,"Dieng, Malang",2,1,72,40,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Bagus Furnished di Araya Golf, Araya",3500000000,"Araya, Malang",5,3,250,375,2,11000,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Semi Furnished Baru di araya golf, Araya",4900000000,"Araya, Malang",5,5,300,500,2,3500,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
RUMAH MEWAH MODERN DI BOULEVARD BYARAYA GOLF MALANG,5900000000,"Araya, Malang",5,6,300,500,2,3500,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Dijual Rumah Siap Huni Wiyung Selangkah Ke Pakuwon Mall,3200000000,"Wiyung, Surabaya",3,3,216,150,1,3500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Under 1 M Rumah Siap Huni Full Furnish Di Surabaya Barat,950000000,"Pakal, Surabaya",2,2,55,60,1,3500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Rumah Minimalis Furnish Wisata Bukit Mas Dkt Citraland,5600000000,"Wisata Bukit Mas, Surabaya",5,5,240,350,2,5500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Murah Rumah Di Tambak Cemandi Sidoarjo,525000000,"Sedati, Sidoarjo",2,1,72,40,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Rumah Northwest Hill Lake Park Central Citraland Surabaya Barat,900000000,"Citraland, Surabaya",2,2,60,62,1,2200,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,PPJB
Rumah premium 2 lantai dekat pusat kota area sulfat blimbing,1170000000,"Sulfat, Malang",4,2,88,100,1,1300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Vila siap huni area junrejo batu strategis depan jatim park3,650000000,"Junrejo, Batu",2,2,78,60,1,1300,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Batu,SHM
"TETANGA JUAL DIATAS 700JT, INI CUMAN 600JT NEGO Rumah Putri Juanda Sedati Sidoarjo 139m2 SHM 3KT Full Bangunan Paling Murah",600000000,"Sedati, Sidoarjo",3,2,139,139,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
"Rumah Baru Tipe 60/112, dekat dengan Akses Tol, Perumahan Citra Kertosono Regency Nganjuk",441000000,"Kertosono, Nganjuk",2,1,112,60,1,1300,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Nganjuk,HGB
Dijual Rumah Hook Graha Natura Modern Minimalis Surabaya Barat,1850000000,"Sambikerep, Surabaya",4,3,107,96,2,3500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Baru Gress Dijual Rumah Wiyung Babatan Surabaya Barat 2 Lantai,1350000000,"Wiyung, Surabaya",3,3,70,125,2,1300,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"300 m dari Raya Darmo, Rumah Dijual di Sam Ratulangi, SBY Pusat, Komersial Area",11500000000,"Raya Darmo, Surabaya",4,2,556,480,1,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Klasik Mewah 405m² Full Furnish Di Indragiri Malang,6520000000,"Blimbing, Malang",4,3,405,405,2,5500,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Mewah Luxury Full Furnished Ciamik Ada Kolam Renang Pakuwon Indah,13500000000,"Pakuwon Indah, Surabaya",5,4,330,500,2,7600,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Elite Grand Peninsula Park With Swimming Pool Semi Furnish,21500000000,"Dharma Husada, Surabaya",4,3,480,600,2,23000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
"Dijual Super Murah Rumah Luas Borobudur Malang Kota Blimbing Dekat Suhat, Kampus Ub, Hwa Ind, Perkantoran Cocok Untuk Hunian Dan Dibangun Kos. Depan Taman Shm Bisa Kpr",1200000000,"Soekarno Hatta, Malang",2,1,180,120,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Dijual Via Lelang Perumahan Greenland Residence Menganti Gresik,685000000,"Menganti, Gresik",3,2,108,71,1,3300,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gresik,SHM
Rumah Premium Tengah Kota Pilihan Tipe & Kolam Renang Pribadi,725000000,"Sulfat, Malang",2,1,88,49,2,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Cantik Siap Huni Di Jalan Barito Jogotrunan Lumajang,1700000000,"Lumajang, Lumajang",3,1,263,150,1,2200,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Lumajang,SHM
Rumah Bersih Blok Depan PBI Araya Blimbing Malang Siap Huni,1250000000,"Araya, Malang",3,2,170,160,1,2200,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Jual Cepat Rumah Wisata Bukit Mas 2 Palais,3600000000,"Lidah Wetan, Surabaya",4,4,240,320,1,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah di Kutisari selatan 2 Lantai Baru Timur SHM,1250000000,"Gubeng, Surabaya",2,2,50,75,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah di Rungkut Mapan dekat Yakaya Surabaya Timur MURAH SHM,950000000,"Rungkut, Surabaya",2,1,96,65,1,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Murah Di Darmo Permai Selatan Surabaya,3500000000,"Darmo permai, Surabaya",3,2,301,200,1,4400,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Baru Gress Lebak Arum 2lt,2900000000,"Tambaksari, Surabaya",3,4,187,250,2,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Termurah Di Kelasnya Rumah Royal Residence Luas 240 Hanya 4,6 M",4600000000,"Wiyung, Surabaya",4,3,240,270,2,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah 400juta NEGO di SUKODONO Row Jalan 3 mobil SHM Siap Huni,400000000,"Sukodono, Sidoarjo",2,1,84,40,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Jual Rumah Pakuwon Indah Surabaya Barat Siap Huni 2 Lantai,7000000000,"Pakuwon Indah, Surabaya",5,4,250,400,2,3500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Baru 1 Lantai Barat Surabaya type 5x12,388000000,"Menganti, Gresik",2,1,60,36,1,1300,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gresik,SHM
Dijual Rumah Bagus 2 Lantai Siap Huni Mulyosari Utara,2500000000,"Pakuwon City, Surabaya",4,3,165,250,3,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Dekat Gubeng Suramadu Dijual Murah Shm Siap Huni,1000000000,"Kenjeran, Surabaya",4,2,154,150,1,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
RUMAH MURAH 2 LANTAI SIAP HUNI DI DARMO PERMAI TIMUR DEKAT RAYA SATELIT,1700000000,"Tandes, Surabaya",3,3,108,140,1,2200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Rumah Bagus Siap Huni di Sawojajar Malang GMK03314,2250000000,"Sawojajar, Malang",3,4,127,240,1,5500,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Citraland Woodland 2.5 Lantai Split Level Semua Kamar Mandi Dalam,6500000000,"Citraland, Surabaya",5,6,210,340,2,5500,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Rumah Northwest Lake Park Central Hill Citraland Surabaya Barat,800000000,"Citraland, Surabaya",1,2,55,45,1,2200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
"RUMAH MEWAH BARU PRAMBANAN DEKAT WBM, ROYAL RESIDENCE & CITRALAND",4800000000,"Wisata Bukit Mas, Surabaya",4,3,180,250,2,4400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
"Rumah Baru 2 Lantai Shm, Lokasi Dekat Bandara Rumah",3250000000,"Pondok Tjandra, Sidoarjo",4,3,162,185,2,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Rumah Kost Exclusive 3 Lantai area Candi Mendut Suhat Kota Malang,4150000000,"Soekarno Hatta, Malang",18,19,150,420,2,2200,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Dijual Cepat Rumah Di Graha Natura Cluster Edenia,2300000000,"Sambikerep, Surabaya",2,3,105,200,2,3500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
